career_id,career_name,core_skills,interests,personality_fit,description
395,Business Development Executive,CRM;Follow-ups;Negotiation;Pitching;Prospecting;Procurement;Quality Control,Sales;Growth;Client,ESFJ;ENFJ;ESTJ,Acquire new clients and partnerships.
396,HR Generalist,Compliance;Employee Relations;Excel;Payroll;Policies;Communication,HR;People;Operations;Sales,ESFJ;ENTP;INTP,Handle HR ops and employee lifecycle.
397,Recruiter/Talent Acquisition,ATS;Coordination;Interviewing;JD Writing;Sourcing;Marketing;Policy,HR;Hiring;Communication;Sales;Field,ISTJ;ENTP;ENFJ,Find and evaluate candidates for roles.
398,Operations Manager,Budgeting;KPIs;Process Improvement;Quality;Scheduling;Creativity;Foreign Language;Negotiation,Operations;Management;Scaling;Research,ESTJ;ESFJ;ENFP,Run day-to-day operations and improve efficiency.
399,Supply Chain Manager,Demand Planning;Excel;Inventory;Logistics;Procurement;Data Analysis;Negotiation;Sales,Supply Chain;Logistics;Vendors;Operations;Teaching,ESTJ;INTP;ENTJ;ENFP,Manage end-to-end supply chain.
400,Logistics Coordinator,Documentation;Excel;Routing;Transportation;Warehouse;Time Management,Logistics;Operations;Vendors;Field,ISTJ;ENFP,Coordinate shipments and warehousing.
401,Procurement Specialist,Contracts;Costing;Negotiation;SAP;Vendor Management;Supply Chain,Procurement;Vendors;Cost;Research;Compliance,ENTP;INTP;ENTJ,Source goods/services and negotiate deals.
402,Hotel Manager,Budgeting;Front Office;Guest Experience;Operations;Revenue;Design Thinking;Leadership;Video Editing,Hospitality;Service;Operations;Compliance;Strategy,ENFP;ESTJ,Manage hotel departments and guest satisfaction.
403,Chef,Cooking;Hygiene;Inventory;Menu Planning;Teamwork;Graphic Design;Supply Chain;Writing,Food;Creativity;Operations;Leadership,ENFP;ESFJ;ENTP,Prepare dishes and manage kitchen operations.
404,Event Planner,Coordination;Creativity;Logistics;Negotiation;Vendor Management;Documentation;Photography,Events;Creativity;Ops;Strategy;Operations,ESFJ;ISTJ;ESTJ,Plan and execute events.
405,Travel Consultant,Customer Service;GDS;Geography;Itineraries;Sales;CAD;ERP,Travel;Service;Sales;Operations,ISTJ;ENTP;ENFJ;ESFJ,Design travel plans and handle bookings.
406,Architect,3D Modeling;CAD;Design;Presentation;Project Management;Negotiation,Architecture;Design;Construction;Teaching,ESTJ;ENFP,Design buildings and manage projects.
407,Civil Engineer,AutoCAD;Estimation;QA/QC;Site Management;Structures;Critical Thinking,Construction;Infrastructure;Project;Leadership;Strategy,ENTP;ESTJ,Plan and oversee civil works.
408,Environmental Scientist,Data Analysis;GIS;Policy;Reporting;Sampling;Teamwork,Environment;Research;Sustainability;Field,ISTJ;ENFP;ENTP;ESTJ,Study environmental impacts and mitigation.
409,Agronomist,Crop Management;Extension;Field Trials;Irrigation;Soil Science;Video Editing,Agriculture;Field;Research;Compliance,ENFP;ENTP;ISTJ;ESTJ,Optimize crop production and advise farmers.
410,Social Worker,Casework;Community Outreach;Coordination;Counseling;Empathy;Leadership,NGO;Community;Service;Operations;Field,INFJ;ENFP;ENTP,Support individuals and communities.
411,NGO Program Manager,Budgeting;Coordination;Grant Writing;Monitoring & Evaluation;Program Design;Creativity,NGO;Projects;Public;Field;Strategy,ENTP;ESTJ;ESFJ,Manage social programs and partnerships.
412,Sports Coach,Assessment;Coaching;Fitness;Motivation;Planning;Customer Service;Project Management;Quality Control,Sports;Training;Mentorship;Operations;Strategy,INTP;ESTJ;ENFP,Train athletes and plan sessions.
413,Pilot,Aviation;Checklists;Communication;Navigation;Safety;Creativity;Documentation;Leadership,Aviation;Safety;Precision;Strategy;Creativity,ESTJ;ESFJ;INTP,Operate aircraft safely and efficiently.
414,Merchant Navy Officer,Compliance;Engine Ops;Safety;Teamwork;Watchkeeping;Critical Thinking;Graphic Design;Supply Chain,Maritime;Operations;Safety;Leadership,INTP;ESFJ;ENTP;ESTJ,Operate ships and manage onboard operations.
415,Investment Analyst,Accounting;Excel;Financial Modeling;Research;Valuation;Anatomy;CRM;Pharmacology,Markets;Analysis;Strategy;Operations,ESFJ;ISTJ;INTP;ENTJ,"Analyze companies, build models, and recommend investments."
416,Accountant,Auditing;Compliance;Excel;Reconciliation;Taxation;Data Analysis;Law;Project Management,Compliance;Reporting;Detail;Leadership,ESFJ;INTP;ENFP;ISTJ,"Prepare financial statements, manage taxes and compliance."
417,Financial Planner,Advisory;Communication;Finance;Risk Management;Wealth Management;CAD;Clinical Diagnosis;Customer Service,Client;Planning;Finance;Creativity;Field,ISTJ;ENTP;ENFJ,"Advise clients on investments, insurance, and goals."
418,Risk Analyst,Compliance;Excel;Governance;Risk Management;SQL;Accounting;Communication;Counseling,Risk;Governance;Data;Compliance;Operations,ISTJ;INTJ;INTP,Quantify and manage financial/operational risks.
419,Economist,Econometrics;R;Stata;Statistics;Writing;Documentation,Research;Policy;Data;Strategy,INTJ;ESTJ;INTP,Study economic trends and evaluate policies.
420,Doctor (General Practitioner),Clinical Diagnosis;Communication;Documentation;Patient Care;Pharmacology;Writing,Healthcare;People;Service;Strategy;Sales,ENFJ;ESTJ,Diagnose and treat common illnesses; coordinate care.
421,Surgeon,Asepsis;Decision Making;Documentation;Surgery;Teamwork;Writing,Healthcare;Precision;Emergency;Field,ENTJ;ISTJ;ENFP;INTP,Perform surgical procedures and manage perioperative care.
422,Nurse,Documentation;Empathy;Medication;Patient Care;Vitals;Excel;Marketing;Project Management,Care;Healthcare;Service;Field;Strategy,ENTP;INTP;ESFJ,Provide nursing care and coordinate with healthcare teams.
423,Pharmacist,Counseling;Dispensing;Inventory;Pharmacology;Regulations;Sales,Healthcare;Compliance;Service,ISTJ;INTP;ENTP,Dispense medications and advise on safe usage.
424,Physiotherapist,Anatomy;Assessment;Counseling;Exercise Therapy;Rehabilitation;Critical Thinking;Quality Control;Statistics,Care;Movement;Health;Teaching,ENFJ;INTP;INFJ;ESFJ,Help patients recover mobility and function.
425,Lawyer (Litigation),Case Research;Client Management;Drafting;Law;Negotiation;Econometrics;Hospitality,Law;Advocacy;Strategy;Sales,ISTJ;ESFJ;ENFP,"Argue cases, draft petitions, and advise clients."
426,Corporate Lawyer,Company Law;Compliance;Drafting;M&A;Negotiation;Accounting,Law;Business;Strategy;Sales,ESFJ;ESTJ,Draft/negotiates contracts and handle corporate compliance.
427,Legal Analyst,Compliance;Contracts;Excel;Policy;Writing;Graphic Design,Law;Research;Writing;Creativity,INTJ;INFJ;ENFP,Research legal issues and support attorneys.
428,Paralegal,Documentation;Drafting;Filing;Research;Scheduling;Communication;Teamwork;Video Editing,Law;Support;Detail;Creativity,ENTP;ISTJ;ESTJ,Support lawyers with documentation and prep.
429,Policy Analyst,Policy;Research;Stakeholder Analysis;Statistics;Writing;Marketing;Time Management,Policy;Research;Public;Service,ENTP;ESTJ,Evaluate policy options and impacts.
430,Political Campaign Manager,Budgeting;Communication;Data;Field Operations;Leadership;Customer Service;Pharmacology,Politics;Campaign;Public;Compliance;Creativity,ESTJ;ENTP,Plan and run political campaigns.
431,Civil Services Officer,Administration;Law;Management;Negotiation;Policy;Finance,Governance;Public;Leadership;Compliance,ESTJ;ENTJ,Implement policies and manage public programs.
432,Diplomat/Foreign Service,International Relations;Languages;Negotiation;Protocol;Writing;Foreign Language;Law;Teamwork,Policy;International;Public;Sales;Operations,ENTP;INTJ,Represent the country and negotiate agreements.
433,Journalist,Editing;Fact-Checking;Multimedia;Reporting;Writing;Procurement,Media;Storytelling;Public;Research,ENFP;ENTP,Report news and produce stories.
434,Video Editor,After Effects;Audio;Color Grading;Editing;Premiere Pro;First Aid;PowerPoint;Risk Management,Media;Creativity;Post-Production;Strategy,ESFJ;ISFP;ESTJ,Edit video content and craft narratives.
435,Photographer,Client Communication;Composition;Lighting;Photography;Portfolio;Creativity;Design Thinking,Media;Creativity;Art;Teaching,ISTJ;ENFP;INFP,Shoot and edit photos for clients or media.
436,Music Producer,Arrangement;Collaboration;Mastering;Mixing;Sound Design;Drafting,Music;Creativity;Production;Sales;Field,ESFJ;INFP,Produce and polish music tracks.
437,Teacher (School),Assessment;Classroom Management;Communication;Lesson Planning;Subject Knowledge;Counseling;Digital Marketing;Law,Education;Teaching;Mentorship;Field,ESFJ;ENFP,Teach and mentor students at school level.
438,Professor/Lecturer,Curriculum;Grant Writing;Publications;Research;Teaching;Event Management;Marketing;Rehabilitation,Education;Research;Teaching;Service,ENTP;ESFJ;INFJ,Teach in college and publish research.
439,Instructional Designer,Assessment;Authoring Tools;Pedagogy;Storyboarding;UX;Econometrics;Leadership;Video Editing,Education;Design;Learning;Service,ISFJ;ENFP;ENTP;ISTJ,Design e-learning materials and curricula.
440,Sales Manager,CRM;Negotiation;Presentation;Sales Strategy;Targets;Excel;Law;Time Management,Sales;Business;Leadership;Research,ISTJ;ESTJ,Lead sales teams and manage revenue targets.
441,Business Development Executive,CRM;Cold Outreach;Follow-ups;Pitching;Prospecting;Hospitality;Video Editing,Sales;Growth;Client;Leadership,ENFP;ENFJ;ISTJ;ESTJ,Acquire new clients and partnerships.
442,HR Generalist,Compliance;Excel;Payroll;Policies;Recruitment;Digital Marketing;Event Management;Statistics,HR;People;Operations;Creativity,ISTJ;ENFJ;ESTJ;ESFJ,Handle HR ops and employee lifecycle.
443,Recruiter/Talent Acquisition,ATS;Coordination;Interviewing;JD Writing;Negotiation;Budgeting;Public Speaking,HR;Hiring;Communication;Operations;Field,ESFJ;ENTP;INTP;ISTJ,Find and evaluate candidates for roles.
444,Operations Manager,Budgeting;KPIs;Leadership;Process Improvement;Scheduling;Critical Thinking,Operations;Management;Scaling;Sales,ISTJ;ENTP,Run day-to-day operations and improve efficiency.
445,Supply Chain Manager,Demand Planning;Excel;Logistics;Procurement;SAP;CAD;Supply Chain,Supply Chain;Logistics;Vendors;Leadership,ISTJ;ENTJ,Manage end-to-end supply chain.
446,Logistics Coordinator,Documentation;Excel;Routing;Tracking;Transportation;Procurement,Logistics;Operations;Vendors;Strategy;Field,ISTJ;ENFP;ESFJ,Coordinate shipments and warehousing.
447,Procurement Specialist,Compliance;Contracts;Negotiation;SAP;Vendor Management;Leadership,Procurement;Vendors;Cost;Creativity;Field,ESFJ;ESTJ,Source goods/services and negotiate deals.
448,Hotel Manager,Front Office;Guest Experience;Housekeeping;Operations;Revenue;Rehabilitation,Hospitality;Service;Operations,ISTJ;ESFJ,Manage hotel departments and guest satisfaction.
449,Chef,Cooking;Creativity;Hygiene;Inventory;Teamwork;CRM;Project Management,Food;Creativity;Operations;Leadership,ESTJ;ISFP;ESFJ,Prepare dishes and manage kitchen operations.
450,Event Planner,Budgeting;Coordination;Creativity;Logistics;Vendor Management;Documentation,Events;Creativity;Ops;Strategy,INTP;ESFJ;ESTJ,Plan and execute events.
451,Travel Consultant,Bookings;Customer Service;GDS;Geography;Itineraries;Excel,Travel;Service;Sales;Creativity;Teaching,ENTP;ESFJ;ENFJ,Design travel plans and handle bookings.
452,Architect,3D Modeling;Building Codes;CAD;Design;Project Management;Budgeting;Event Management,Architecture;Design;Construction;Operations,INFJ;INTJ,Design buildings and manage projects.
453,Civil Engineer,AutoCAD;Estimation;QA/QC;Site Management;Structures;Quality Control;Rehabilitation,Construction;Infrastructure;Project;Research;Service,INTP;ESTJ,Plan and oversee civil works.
454,Environmental Scientist,Field Work;GIS;Policy;Reporting;Sampling;Procurement,Environment;Research;Sustainability;Operations;Leadership,ISTJ;INTJ;ESFJ,Study environmental impacts and mitigation.
455,Agronomist,Extension;Field Trials;Irrigation;Pest Control;Soil Science;Video Editing,Agriculture;Field;Research;Operations,ESFJ;ISTJ;ESTJ;INTJ,Optimize crop production and advise farmers.
456,Social Worker,Casework;Community Outreach;Counseling;Documentation;Empathy;Teamwork,NGO;Community;Service;Operations,ENTP;ISFJ;ENFJ;ENFP,Support individuals and communities.
457,NGO Program Manager,Budgeting;Coordination;Grant Writing;Monitoring & Evaluation;Program Design;Policy;Teamwork,NGO;Projects;Public;Teaching;Compliance,ESTJ;ENFP;ENTP,Manage social programs and partnerships.
458,Sports Coach,Assessment;Coaching;Communication;Fitness;Motivation;Drafting;Quality Control,Sports;Training;Mentorship;Sales,ESTJ;ENTP,Train athletes and plan sessions.
459,Pilot,Aviation;Checklists;Communication;Instrumentation;Safety;CAD,Aviation;Safety;Precision;Research;Creativity,INTP;ESFJ;ENTP;ENFP,Operate aircraft safely and efficiently.
460,Merchant Navy Officer,Compliance;Engine Ops;Safety;Teamwork;Watchkeeping;Hospitality;Statistics,Maritime;Operations;Safety;Research,ESFJ;ENFP;ESTJ,Operate ships and manage onboard operations.
461,Investment Analyst,Excel;PowerPoint;Presentation;Research;Valuation;ERP;Teamwork,Markets;Analysis;Strategy;Service;Sales,ENTP;ESFJ;INTP,"Analyze companies, build models, and recommend investments."
462,Accountant,Accounting;Auditing;Compliance;Reconciliation;Reporting;Econometrics;Writing,Compliance;Reporting;Detail;Sales;Teaching,ENTP;ENFP;ESTJ;ISTJ,"Prepare financial statements, manage taxes and compliance."
463,Financial Planner,Advisory;Excel;Finance;Sales;Wealth Management;Accounting,Client;Planning;Finance;Leadership;Operations,ISTJ;INTP;ENTJ,"Advise clients on investments, insurance, and goals."
464,Risk Analyst,Excel;Governance;Reporting;SQL;Statistics;Hospitality,Risk;Governance;Data;Field,INTJ;ENFP;ESTJ,Quantify and manage financial/operational risks.
465,Economist,Econometrics;Policy;Stata;Statistics;Writing;Critical Thinking,Research;Policy;Data;Teaching;Creativity,ENTP;INTP,Study economic trends and evaluate policies.
466,Doctor (General Practitioner),Anatomy;Clinical Diagnosis;Documentation;Patient Care;Pharmacology;Data Analysis;Digital Marketing,Healthcare;People;Service;Field,ESFJ;ESTJ,Diagnose and treat common illnesses; coordinate care.
467,Surgeon,Anatomy;Asepsis;Documentation;Surgery;Teamwork;First Aid;Graphic Design;Rehabilitation,Healthcare;Precision;Emergency;Research,ENFP;ESTJ,Perform surgical procedures and manage perioperative care.
468,Nurse,Documentation;Empathy;Medication;Patient Care;Vitals;Customer Service;Design Thinking;Pharmacology,Care;Healthcare;Service;Teaching,ESFJ;ENFP;ESTJ,Provide nursing care and coordinate with healthcare teams.
469,Pharmacist,Counseling;Dispensing;Documentation;Pharmacology;Regulations;Project Management,Healthcare;Compliance;Service;Strategy,ISTJ;ENFP;INTJ;ENTP,Dispense medications and advise on safe usage.
470,Physiotherapist,Anatomy;Assessment;Counseling;Exercise Therapy;Rehabilitation;Hospitality;Procurement,Care;Movement;Health;Compliance;Leadership,ISTJ;INTP,Help patients recover mobility and function.
471,Lawyer (Litigation),Case Research;Client Management;Drafting;Negotiation;Public Speaking;Creativity;Digital Marketing;Time Management,Law;Advocacy;Strategy;Compliance;Creativity,INTP;ENFP;ESFJ,"Argue cases, draft petitions, and advise clients."
472,Corporate Lawyer,Compliance;Contracts;Drafting;M&A;Negotiation;Budgeting;Communication,Law;Business;Strategy;Teaching;Compliance,ESFJ;ESTJ;INTP,Draft/negotiates contracts and handle corporate compliance.
473,Legal Analyst,Case Research;Compliance;Excel;Policy;Writing;CAD;PowerPoint,Law;Research;Writing;Strategy,ESFJ;ENTP;INFJ,Research legal issues and support attorneys.
474,Paralegal,Client Communication;Documentation;Drafting;Filing;Research;CAD;Customer Service;Pharmacology,Law;Support;Detail;Field,ISTJ;ESFJ;ESTJ;ENFP,Support lawyers with documentation and prep.
475,Policy Analyst,Policy;Research;Stakeholder Analysis;Statistics;Writing;Anatomy,Policy;Research;Public;Teaching,ESFJ;ISTJ;INTJ,Evaluate policy options and impacts.
476,Political Campaign Manager,Budgeting;Data;Field Operations;Leadership;Strategy;Digital Marketing;Negotiation;Public Speaking,Politics;Campaign;Public;Field,ISTJ;ENTJ;ENFP;ENTP,Plan and run political campaigns.
477,Civil Services Officer,Administration;Law;Management;Negotiation;Policy;Data Analysis;Finance;Pharmacology,Governance;Public;Leadership;Sales,ESTJ;ESFJ,Implement policies and manage public programs.
478,Diplomat/Foreign Service,Analysis;Languages;Negotiation;Protocol;Writing;First Aid;Problem Solving;Project Management,Policy;International;Public;Research;Sales,ENFP;ESTJ;ESFJ;INTP,Represent the country and negotiate agreements.
479,Journalist,Editing;Fact-Checking;Interviewing;Multimedia;Writing;Creativity;Drafting,Media;Storytelling;Public;Creativity,ENFP;INFJ,Report news and produce stories.
